scorer,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000
bodyparts,leftear,leftear,leftear,rightear,rightear,rightear,nose,nose,nose,tailbase,tailbase,tailbase,object1,object1,object1,object2,object2,object2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,138.72007751464844,390.1670227050781,0.9999957084655762,150.51173400878906,388.6535339355469,0.9999945163726807,128.04122924804688,372.26495361328125,0.9999994039535522,154.3641815185547,441.99468994140625,0.9999998807907104,461.21051025390625,423.8855895996094,0.9986991882324219,226.04710388183594,132.1219940185547,0.9694259166717529
1,141.65805053710938,390.1670227050781,0.9999997615814209,154.4031982421875,388.6535339355469,0.9999991655349731,145.16656494140625,372.26495361328125,1.0,154.3641815185547,441.99468994140625,0.9999997615814209,461.2274475097656,425.3609619140625,0.9987152814865112,226.47361755371094,132.1219940185547,0.9883091449737549
2,141.66065979003906,390.1670227050781,0.9999997615814209,154.4563446044922,388.6535339355469,0.9999992847442627,145.16661071777344,372.26495361328125,1.0,154.3641815185547,441.99468994140625,0.9999997615814209,461.25103759765625,425.3609619140625,0.9987323880195618,226.4886932373047,132.1219940185547,0.987250566482544
3,142.75502014160156,387.6275939941406,0.9999998807907104,156.251220703125,387.1837158203125,0.9999997615814209,146.42274475097656,369.93621826171875,0.9999998807907104,152.1082763671875,440.0420837402344,0.9999997615814209,461.7723083496094,425.69500732421875,0.9993993043899536,226.4886932373047,131.72305297851562,0.9975130558013916
4,148.9193878173828,378.4580383300781,0.9999995231628418,162.2192840576172,384.0628662109375,0.9999998807907104,162.444580078125,364.42767333984375,0.999998927116394,149.88272094726562,435.139404296875,1.0,461.8791809082031,425.44403076171875,0.9992720484733582,226.47361755371094,131.59030151367188,0.9944698810577393
5,154.32949829101562,366.8954772949219,0.9999942779541016,167.71987915039062,374.8542175292969,0.9999997615814209,167.4279022216797,356.6623229980469,0.9999982118606567,149.88272094726562,422.8349609375,1.0,461.8791809082031,425.44403076171875,0.9995349645614624,226.47361755371094,131.59030151367188,0.9840003848075867
6,154.32949829101562,359.1234436035156,0.9999994039535522,167.71987915039062,365.13201904296875,0.9999990463256836,167.4279022216797,344.3520202636719,0.9999908208847046,149.88272094726562,412.2370300292969,1.0,462.10888671875,425.69500732421875,0.9998546838760376,226.4886932373047,131.59030151367188,0.9817779064178467
7,154.32949829101562,349.7415771484375,0.9999979734420776,167.71987915039062,354.059326171875,0.9999997615814209,167.4279022216797,334.8182678222656,0.9999972581863403,151.10633850097656,404.7333984375,1.0,461.8791809082031,425.69500732421875,0.9996750354766846,226.30931091308594,131.91842651367188,0.9879839420318604
8,146.2016143798828,338.45074462890625,0.9999998807907104,160.43106079101562,339.2398681640625,0.9999988079071045,152.43528747558594,322.5335388183594,0.9999974966049194,151.40211486816406,394.7698974609375,0.9999998807907104,461.7375793457031,425.8966064453125,0.9995988011360168,226.7067108154297,131.93959045410156,0.9959469437599182
9,142.3539276123047,318.94451904296875,0.9999994039535522,155.25601196289062,317.7955017089844,0.9999961853027344,146.42457580566406,301.9188537597656,0.9999995231628418,151.40211486816406,378.1462097167969,0.9999996423721313,461.6072998046875,425.8966064453125,0.9991812109947205,226.7067108154297,131.93959045410156,0.9196674823760986
10,142.29656982421875,304.7031555175781,0.9999995231628418,153.22088623046875,302.2447509765625,0.9999939203262329,146.42457580566406,287.4437255859375,0.9999995231628418,152.16111755371094,361.29638671875,0.9999997615814209,461.6072998046875,425.8966064453125,0.9995800852775574,226.27000427246094,131.91842651367188,0.9769123792648315
11,142.29656982421875,296.1325988769531,0.9999979734420776,153.22088623046875,292.6373291015625,0.9999992847442627,146.42457580566406,278.025634765625,0.9999998807907104,152.16111755371094,352.855712890625,1.0,461.3404541015625,425.3465576171875,0.9995300769805908,226.22618103027344,131.97779846191406,0.9953421354293823
12,142.29656982421875,286.6714172363281,0.9999914169311523,153.22088623046875,285.35272216796875,0.9999889135360718,149.04212951660156,270.5680847167969,0.9999967813491821,150.54583740234375,342.6811218261719,0.9999998807907104,461.2496337890625,425.4482727050781,0.998112678527832,226.22618103027344,131.73995971679688,0.965225875377655
13,148.1837615966797,274.4226989746094,0.9999990463256836,162.57867431640625,280.2144470214844,0.9999991655349731,160.6640625,262.3562316894531,0.9999980926513672,150.32191467285156,333.33929443359375,0.9999996423721313,461.0670471191406,425.4249267578125,0.9964602589607239,226.18153381347656,131.59962463378906,0.7839633822441101
14,148.85067749023438,266.4181823730469,0.999998927116394,162.8888397216797,271.1146240234375,0.9999998807907104,161.43055725097656,254.08518981933594,0.9999979734420776,150.33480834960938,322.6659240722656,1.0,461.0670471191406,425.4482727050781,0.9925751686096191,225.9895477294922,131.73995971679688,0.9311509132385254
15,149.30548095703125,256.80615234375,0.9999984502792358,163.85276794433594,261.47869873046875,0.9999997615814209,161.43055725097656,242.9689178466797,0.9999997615814209,150.33480834960938,312.3342590332031,1.0,461.0670471191406,425.4482727050781,0.9997746348381042,225.9895477294922,132.02171325683594,0.8498069643974304
16,149.30548095703125,244.31103515625,0.999998927116394,163.85276794433594,249.22557067871094,0.9999994039535522,160.6640625,228.15847778320312,0.9999995231628418,149.58509826660156,305.1747131347656,1.0,461.64654541015625,426.88848876953125,0.9997054934501648,225.9895477294922,131.90419006347656,0.958063006401062
17,148.85067749023438,226.503662109375,0.999998927116394,162.8888397216797,228.37994384765625,0.9999990463256836,158.162109375,211.21226501464844,0.9999985694885254,149.58509826660156,284.5465393066406,0.9999994039535522,461.7027587890625,426.88848876953125,0.9997895359992981,226.07418823242188,132.06402587890625,0.98592209815979
18,141.92123413085938,213.761962890625,0.9999994039535522,154.84323120117188,212.65478515625,0.9999990463256836,147.40435791015625,197.38768005371094,0.9999998807907104,149.36795043945312,273.5088806152344,1.0,461.7027587890625,426.88848876953125,0.9996582269668579,226.1512908935547,132.06402587890625,0.9914864301681519
19,139.78640747070312,195.09776306152344,0.9999992847442627,152.99168395996094,193.73638916015625,0.9999986886978149,144.77334594726562,178.3901824951172,0.9999998807907104,148.1235809326172,258.59625244140625,1.0,461.7027587890625,425.87457275390625,0.9984024167060852,226.66964721679688,131.9561004638672,0.9162123203277588
20,139.7268829345703,186.24415588378906,0.9999982118606567,152.58226013183594,179.62899780273438,0.9999969005584717,137.22898864746094,168.46104431152344,0.9999992847442627,148.0904998779297,243.31961059570312,1.0,461.7027587890625,425.87457275390625,0.9978910088539124,226.79737854003906,131.9561004638672,0.9686971306800842
21,134.37318420410156,185.91738891601562,0.9999986886978149,146.6634063720703,178.9932403564453,0.999995231628418,128.4728240966797,167.45504760742188,0.9999988079071045,147.4946746826172,241.21820068359375,1.0,461.5116882324219,425.48052978515625,0.9984681010246277,226.79737854003906,132.1373291015625,0.9762547016143799
22,132.0807647705078,185.91738891601562,0.9999998807907104,145.8275604248047,178.9932403564453,0.9999721050262451,126.03267669677734,167.45504760742188,0.9999995231628418,147.4946746826172,240.131591796875,1.0,461.5116882324219,425.37225341796875,0.9983630776405334,226.82078552246094,131.9561004638672,0.9567357897758484
23,132.0807647705078,186.24415588378906,0.9999995231628418,145.8275604248047,178.9932403564453,0.9999650716781616,123.49639892578125,168.46104431152344,0.9999996423721313,147.4946746826172,240.131591796875,0.9999998807907104,461.50408935546875,425.17913818359375,0.9987727999687195,226.9911651611328,131.94076538085938,0.5385492444038391
24,132.0807647705078,187.22128295898438,0.9999997615814209,145.8275604248047,181.20152282714844,0.9999499320983887,123.49639892578125,170.43853759765625,0.9999995231628418,148.5962371826172,240.131591796875,1.0,461.50408935546875,425.37225341796875,0.9964571595191956,227.02195739746094,131.7287139892578,0.9413182139396667
25,132.1200714111328,187.22128295898438,0.9999998807907104,146.00064086914062,181.20152282714844,0.9999521970748901,123.49639892578125,170.43853759765625,0.9999955892562866,148.5962371826172,240.131591796875,1.0,461.6288757324219,425.37225341796875,0.9986169338226318,227.35496520996094,131.55267333984375,0.9206900000572205
26,137.40432739257812,187.22128295898438,0.9999986886978149,150.73489379882812,181.20152282714844,0.9999994039535522,141.45541381835938,170.43853759765625,0.9999988079071045,148.5962371826172,240.131591796875,1.0,461.6288757324219,425.5691833496094,0.9989444613456726,227.35496520996094,131.54090881347656,0.8113377094268799
27,139.4823455810547,167.54241943359375,0.9999966621398926,152.7408447265625,171.4470977783203,0.9999918937683105,150.39263916015625,152.27432250976562,0.9999991655349731,145.8093719482422,228.4435272216797,1.0,461.50408935546875,425.8123474121094,0.9983830451965332,227.09498596191406,131.40676879882812,0.8100773096084595
28,151.949462890625,148.9682159423828,0.9999957084655762,162.78123474121094,160.19557189941406,0.9999997615814209,171.56497192382812,145.5239715576172,0.9999971389770508,144.0494842529297,209.8424072265625,0.9999998807907104,461.3083801269531,425.8123474121094,0.99826979637146,227.09498596191406,131.40093994140625,0.6627769470214844
29,158.95718383789062,144.9197998046875,0.9999978542327881,168.06434631347656,159.89083862304688,0.9999943971633911,181.32217407226562,143.84376525878906,0.9999996423721313,138.50424194335938,207.21273803710938,0.9999992847442627,460.9991760253906,425.5691833496094,0.9986082911491394,227.34934997558594,131.0654296875,0.5017872452735901
30,170.53196716308594,143.11630249023438,0.9999804496765137,180.27195739746094,158.3828887939453,0.9999982118606567,191.0692596435547,141.88543701171875,0.9999997615814209,138.50424194335938,200.3504638671875,0.9999984502792358,226.9598846435547,132.74374389648438,0.9995198249816895,227.34934997558594,131.0654296875,0.26976174116134644
31,179.02484130859375,142.1468048095703,0.9999797344207764,186.29824829101562,155.8160858154297,0.9999351501464844,200.6533966064453,140.89088439941406,0.9999697208404541,138.43995666503906,192.55764770507812,0.9999972581863403,226.3502655029297,130.6650390625,0.999792754650116,227.34934997558594,130.9036102294922,0.18302562832832336
