scorer,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000
bodyparts,leftear,leftear,leftear,rightear,rightear,rightear,nose,nose,nose,tailbase,tailbase,tailbase,object1,object1,object1,object2,object2,object2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
32,179.02484130859375,141.8323974609375,0.9993237257003784,186.29824829101562,150.20004272460938,0.9997096657752991,200.6533966064453,136.82904052734375,0.9835222959518433,138.50424194335938,189.50694274902344,0.9998161196708679,225.73777770996094,130.6650390625,0.9999206066131592,227.75523376464844,131.0654296875,0.26030775904655457
33,179.02484130859375,140.2527618408203,0.9999550580978394,186.29824829101562,148.97817993164062,0.9999314546585083,200.6533966064453,134.40420532226562,0.9984591007232666,139.61192321777344,188.11282348632812,0.9999467134475708,226.3502655029297,130.6650390625,0.9993153810501099,227.34934997558594,132.1730194091797,0.5511261820793152
34,171.51870727539062,134.00018310546875,0.9999945163726807,186.0819091796875,144.66249084472656,0.9999967813491821,190.92457580566406,127.92586517333984,0.9999879598617554,141.14642333984375,185.72979736328125,0.9999895095825195,226.3502655029297,132.25009155273438,0.9999589920043945,226.50643920898438,132.3666534423828,0.3059071898460388
35,162.36322021484375,120.22557830810547,0.9999988079071045,176.0846710205078,128.37088012695312,0.9999960660934448,178.4559326171875,109.19473266601562,0.9999982118606567,141.2139434814453,177.64596557617188,0.999998927116394,460.42498779296875,423.6381530761719,0.9995170831680298,226.50643920898438,132.3666534423828,0.5699045658111572
36,162.36322021484375,94.96192932128906,0.9999995231628418,176.0846710205078,103.67024993896484,0.9999985694885254,178.4559326171875,83.1158447265625,0.9999985694885254,146.81121826171875,152.48472595214844,0.9999998807907104,461.2040710449219,424.2032165527344,0.999360978603363,226.50643920898438,132.3666534423828,0.9769967198371887
37,162.36322021484375,71.28365325927734,0.9999990463256836,176.0846710205078,79.48057556152344,0.9999955892562866,178.4559326171875,57.24601745605469,0.9999959468841553,147.64483642578125,131.31861877441406,0.9999995231628418,461.3582763671875,424.73809814453125,0.9991587400436401,226.06910705566406,132.1730194091797,0.9691928029060364
38,170.919921875,44.53007507324219,0.9999935626983643,183.0053253173828,54.06386184692383,0.9999997615814209,189.5916748046875,36.68838882446289,0.999998927116394,147.71603393554688,98.06764221191406,0.9999990463256836,461.3582763671875,424.9956970214844,0.9989879727363586,226.2573699951172,131.80072021484375,0.999800980091095
39,183.64407348632812,39.331417083740234,0.9999991655349731,191.93936157226562,50.70643997192383,0.9999998807907104,202.00746154785156,36.68838882446289,0.9999995231628418,149.85012817382812,75.04605102539062,0.9999997615814209,461.3582763671875,424.9956970214844,0.9992781281471252,225.9271240234375,131.1985321044922,0.9990376234054565
40,191.23509216308594,38.62126922607422,0.9999998807907104,199.838134765625,50.70643997192383,0.9999994039535522,210.3391571044922,36.68838882446289,0.9999996423721313,149.85012817382812,68.6178207397461,0.9999998807907104,461.3582763671875,425.2575378417969,0.998515784740448,225.89231872558594,130.80506896972656,0.9979198575019836
41,208.84976196289062,36.57981872558594,0.9999998807907104,212.73814392089844,49.89826965332031,0.9999997615814209,228.20616149902344,45.19147491455078,0.9999997615814209,160.15719604492188,60.36689758300781,0.999981164932251,461.3243408203125,425.2954406738281,0.9989851117134094,225.7017822265625,130.12757873535156,0.9983757734298706
42,226.06619262695312,36.55545425415039,0.9999996423721313,228.0393829345703,49.34422302246094,0.9999995231628418,243.50607299804688,47.19549560546875,1.0,171.68556213378906,53.59101867675781,0.9999996423721313,461.2576599121094,425.5917663574219,0.9995831847190857,225.23773193359375,130.12757873535156,0.9980595707893372
43,242.49658203125,36.526031494140625,0.9999997615814209,242.89451599121094,49.465641021728516,0.9999996423721313,260.3538818359375,47.19549560546875,0.9999998807907104,185.47515869140625,41.448509216308594,0.9999985694885254,461.3243408203125,425.44366455078125,0.9962494969367981,225.23773193359375,130.12757873535156,0.9954060316085815
44,260.2815246582031,36.080848693847656,0.9999992847442627,260.35400390625,49.465641021728516,0.9999996423721313,276.9775085449219,47.19549560546875,0.9999998807907104,205.35682678222656,40.4628791809082,0.9999996423721313,461.2576599121094,425.5917663574219,0.9983899593353271,225.23773193359375,130.3501434326172,0.9988055229187012
45,276.2486572265625,35.396549224853516,0.9999990463256836,277.04022216796875,49.34422302246094,0.9999996423721313,296.6312561035156,43.8603515625,0.9999992847442627,221.16998291015625,40.4628791809082,0.9999998807907104,461.3243408203125,425.734619140625,0.9986473917961121,225.44088745117188,130.7798614501953,0.9975346326828003
46,290.0653991699219,33.58311462402344,0.9999995231628418,293.39288330078125,49.343048095703125,0.9999995231628418,311.1874084472656,39.92718505859375,0.9999997615814209,237.18333435058594,41.448509216308594,0.9999997615814209,461.2645263671875,425.734619140625,0.999114453792572,225.72500610351562,130.82864379882812,0.9984369874000549
47,291.2205810546875,33.58311462402344,0.9999984502792358,298.5466003417969,49.465641021728516,0.999992847442627,312.56085205078125,39.92718505859375,0.9999997615814209,239.5470428466797,41.876827239990234,0.9999998807907104,461.45550537109375,425.44366455078125,0.9996535778045654,225.89901733398438,130.87257385253906,0.995678722858429
48,297.5437316894531,33.58311462402344,0.9999988079071045,302.43499755859375,49.840232849121094,0.9999982118606567,318.6158142089844,39.92718505859375,0.9999988079071045,243.99366760253906,41.876827239990234,1.0,461.2645263671875,425.3970642089844,0.990041196346283,225.9857940673828,130.87257385253906,0.9985811710357666
49,311.75439453125,37.96449661254883,0.9999974966049194,308.1177062988281,53.48344802856445,0.9999973773956299,328.4212341308594,52.39635467529297,0.9999998807907104,253.1122283935547,41.876827239990234,0.9999996423721313,461.49334716796875,425.3970642089844,0.9992679953575134,226.33824157714844,131.109130859375,0.9991773962974548
50,338.4136047363281,46.46318435668945,0.9999901056289673,332.8753356933594,59.15050506591797,0.999993085861206,352.8833923339844,59.44156265258789,0.9999998807907104,278.7716369628906,40.652957916259766,1.0,461.27880859375,425.3699035644531,0.9980214834213257,226.4653778076172,131.31658935546875,0.9993904829025269
51,363.5908508300781,46.46318435668945,0.999991774559021,359.1475524902344,60.987892150878906,0.9999970197677612,379.7154541015625,59.44156265258789,0.9999997615814209,307.9995422363281,40.652957916259766,1.0,461.4808654785156,425.3699035644531,0.9997902512550354,226.47044372558594,131.76866149902344,0.9962297081947327
52,388.9767761230469,46.5251350402832,0.999992847442627,387.8796081542969,61.4960823059082,0.9999988079071045,408.0979309082031,59.76097106933594,0.9999996423721313,332.2549743652344,40.531681060791016,0.9999998807907104,461.4808654785156,425.3699035644531,0.9992947578430176,226.47044372558594,131.76866149902344,0.9898800849914551
53,422.2451477050781,46.871185302734375,0.9999933242797852,421.92962646484375,62.43164825439453,0.9999972581863403,441.2876892089844,59.76097106933594,0.9999983310699463,367.628173828125,40.652957916259766,0.9999995231628418,461.49334716796875,424.73895263671875,0.9995689988136292,226.47044372558594,131.76866149902344,0.9848433136940002
54,454.27587890625,47.678802490234375,0.9999909400939941,452.46240234375,62.65245056152344,0.9999982118606567,471.2362976074219,61.37675857543945,0.9999994039535522,397.70166015625,41.984222412109375,0.9999997615814209,461.4808654785156,424.68450927734375,0.9979096055030823,226.47044372558594,131.58889770507812,0.917090654373169
55,487.9144287109375,53.745853424072266,0.9999945163726807,483.3813781738281,66.2212905883789,0.9999972581863403,502.05859375,65.86968994140625,0.9999998807907104,432.61572265625,42.63242721557617,0.9999997615814209,461.4808654785156,424.68450927734375,0.9989570379257202,226.61158752441406,131.58889770507812,0.9201598763465881
56,516.0260009765625,69.29579162597656,0.9999972581863403,509.4309997558594,78.70506286621094,0.9999963045120239,527.530029296875,81.69859313964844,0.9999998807907104,463.0605773925781,45.28028869628906,0.9999997615814209,461.53961181640625,424.68450927734375,0.997808039188385,226.61158752441406,131.58889770507812,0.9013679623603821
57,537.5476684570312,75.82190704345703,0.9999967813491821,532.5670166015625,90.66270446777344,0.999997615814209,549.8566284179688,88.62067413330078,0.9999998807907104,486.0346374511719,52.35833740234375,1.0,461.70452880859375,425.489013671875,0.9994086027145386,226.7590789794922,131.86827087402344,0.8301132917404175
58,539.605712890625,77.35370635986328,0.9999977350234985,532.8272705078125,92.16156005859375,0.9999984502792358,550.3359375,88.62067413330078,0.9999998807907104,496.88800048828125,56.06789779663086,1.0,461.4664611816406,425.489013671875,0.9986531734466553,226.7590789794922,131.86827087402344,0.9574069380760193
59,542.0468139648438,79.52193450927734,0.9999923706054688,533.6527709960938,93.6318588256836,0.9999972581863403,550.4324951171875,89.98690795898438,0.9999998807907104,497.4498291015625,57.37824249267578,0.9999998807907104,461.4664611816406,425.489013671875,0.9993032217025757,226.7590789794922,131.86827087402344,0.9770270586013794
60,542.5361328125,79.52193450927734,0.9999840259552002,538.7744140625,93.6318588256836,0.9999960660934448,558.6823120117188,89.98690795898438,1.0,498.17657470703125,58.00344467163086,0.9999998807907104,461.3769226074219,425.3857727050781,0.9903283715248108,226.7590789794922,131.86827087402344,0.975468635559082
61,542.5361328125,77.35370635986328,0.9999901056289673,539.7982177734375,92.16156005859375,0.9999953508377075,558.6823120117188,85.77859497070312,0.9999998807907104,497.4498291015625,58.00344467163086,0.9999998807907104,461.190673828125,425.3857727050781,0.9992244243621826,226.7590789794922,131.84364318847656,0.9807753562927246
62,542.5361328125,77.10128784179688,0.9999817609786987,541.7852172851562,90.70165252685547,0.9999973773956299,558.6823120117188,85.57538604736328,1.0,496.88800048828125,58.05472946166992,0.9999998807907104,461.1790771484375,425.3857727050781,0.9971776008605957,226.9333953857422,131.7921142578125,0.9574496746063232
63,539.118896484375,58.1650276184082,0.9999943971633911,541.8297729492188,72.7037124633789,0.999997615814209,556.475830078125,61.786434173583984,0.9999997615814209,498.17657470703125,60.3642578125,0.9999994039535522,460.9787292480469,425.5563049316406,0.9985615611076355,226.9333953857422,131.42234802246094,0.9087380170822144
64,539.118896484375,49.38856506347656,0.9999994039535522,547.8307495117188,62.88975524902344,0.9999972581863403,556.475830078125,48.76182174682617,0.9999995231628418,498.17657470703125,61.21700668334961,0.9999995231628418,460.97650146484375,425.5563049316406,0.9989836812019348,226.9333953857422,131.361572265625,0.9505454301834106
65,539.118896484375,39.25369644165039,0.9999990463256836,548.3582153320312,51.48810958862305,0.9999995231628418,556.475830078125,33.4056282043457,0.9999414682388306,498.26080322265625,58.85352325439453,1.0,460.8456726074219,425.5563049316406,0.994330883026123,227.0009307861328,131.361572265625,0.9937087297439575
66,539.5807495117188,37.36767578125,0.9999995231628418,550.8994750976562,49.128047943115234,0.9999996423721313,556.8076171875,29.952701568603516,0.9999961853027344,500.1708984375,59.224246978759766,1.0,460.8456726074219,425.5563049316406,0.9994693398475647,226.84030151367188,131.361572265625,0.9750111699104309
67,539.985595703125,36.86627960205078,0.9999996423721313,551.5753784179688,48.9724006652832,0.9999997615814209,559.8838500976562,29.131103515625,0.9999998807907104,502.3658142089844,60.68449401855469,1.0,460.71990966796875,425.4775085449219,0.998816728591919,226.79681396484375,131.8091278076172,0.9881716370582581
68,542.96142578125,36.7821159362793,0.9999996423721313,551.5753784179688,48.9724006652832,0.9999983310699463,561.9821166992188,29.131103515625,0.9999997615814209,502.7347106933594,60.68449401855469,1.0,460.48895263671875,425.4775085449219,0.9989591836929321,226.79681396484375,131.9916534423828,0.986307680606842
69,545.7514038085938,36.7821159362793,0.9999998807907104,552.796142578125,48.9724006652832,0.9999947547912598,563.8969116210938,29.952701568603516,0.9999996423721313,507.8727111816406,60.68449401855469,0.9999997615814209,460.6770324707031,425.82373046875,0.9972796440124512,226.90187072753906,131.9916534423828,0.8765114545822144
70,545.7514038085938,36.7821159362793,0.9999996423721313,552.796142578125,48.9724006652832,0.9999779462814331,563.8969116210938,29.952701568603516,0.9999984502792358,507.8727111816406,61.25481033325195,1.0,460.6770324707031,425.82373046875,0.9919055700302124,226.90187072753906,132.00682067871094,0.9885715842247009
71,545.7514038085938,38.45359420776367,0.9999984502792358,552.796142578125,49.669681549072266,0.9999884366989136,563.8969116210938,31.529033660888672,0.9999982118606567,507.8727111816406,61.25481033325195,1.0,460.6770324707031,425.4735107421875,0.9995558857917786,226.94656372070312,132.65890502929688,0.9860731363296509
72,543.2265625,41.22718811035156,0.9999895095825195,545.2947998046875,53.2010498046875,0.999995231628418,560.156005859375,41.33258056640625,0.999997615814209,505.0665283203125,61.25481033325195,0.9999978542327881,460.7528991699219,425.2513732910156,0.9990513920783997,227.0089874267578,132.67214965820312,0.9836156964302063
73,543.1961059570312,45.73249053955078,0.999988317489624,538.035400390625,60.71918487548828,0.9999971389770508,554.9620361328125,57.640899658203125,0.9999997615814209,505.0665283203125,61.063724517822266,0.9999998807907104,461.540771484375,425.2513732910156,0.999591052532196,227.07081604003906,132.00729370117188,0.9419351816177368
74,543.1961059570312,80.89606475830078,0.9999957084655762,529.9993896484375,83.4268569946289,0.9999996423721313,541.7752075195312,99.12166595458984,0.9999990463256836,505.0665283203125,61.063724517822266,0.9999998807907104,461.540771484375,425.2513732910156,0.9994388222694397,227.14820861816406,132.5589599609375,0.9834843277931213
75,543.1961059570312,102.636474609375,0.9999997615814209,529.4033203125,106.62203979492188,0.9999995231628418,539.599853515625,119.3863754272461,0.9999998807907104,516.96533203125,61.063724517822266,1.0,461.540771484375,425.023681640625,0.999491810798645,227.07081604003906,132.5589599609375,0.9909939169883728
76,542.9481201171875,115.3190689086914,1.0,528.9948120117188,117.13318634033203,0.9999998807907104,539.1283569335938,132.62255859375,1.0,526.5449829101562,61.340362548828125,1.0,461.36041259765625,425.69757080078125,0.999413013458252,227.07081604003906,132.00729370117188,0.9838868975639343
77,543.1961059570312,125.94483184814453,0.999998927116394,527.9012451171875,128.26681518554688,0.9999996423721313,537.34423828125,146.63613891601562,1.0,528.297607421875,73.51433563232422,1.0,461.36041259765625,425.69757080078125,0.9990873336791992,226.83132934570312,131.99288940429688,0.9882508516311646
78,544.5907592773438,152.00125122070312,0.9999994039535522,527.9012451171875,153.44483947753906,0.9999974966049194,537.34423828125,170.2808380126953,0.9999998807907104,529.3917846679688,93.05225372314453,1.0,461.29876708984375,425.72802734375,0.9966748952865601,226.83132934570312,131.96478271484375,0.967575192451477
79,544.5907592773438,177.3859100341797,0.9999998807907104,527.9012451171875,178.0933380126953,0.9999998807907104,537.34423828125,195.2707977294922,1.0,533.6578369140625,116.94412994384766,1.0,460.9364318847656,425.72802734375,0.9989194869995117,226.79190063476562,131.96136474609375,0.9853532910346985
80,547.3818359375,203.9475555419922,0.9999991655349731,529.3518676757812,207.21900939941406,0.9999996423721313,540.7445678710938,223.6125030517578,0.9999997615814209,536.422607421875,143.44554138183594,0.9999998807907104,460.60577392578125,425.72802734375,0.9900098443031311,226.83132934570312,131.96136474609375,0.9859400987625122
81,547.5460205078125,230.94259643554688,0.9999998807907104,532.1380615234375,232.2293243408203,0.9999996423721313,540.7445678710938,250.32655334472656,1.0,541.1085815429688,169.72877502441406,1.0,460.60577392578125,425.3209533691406,0.9779390692710876,226.9840545654297,131.9074249267578,0.9686349034309387
82,547.5460205078125,263.0046691894531,1.0,532.1380615234375,263.28485107421875,0.9999998807907104,540.7445678710938,283.9857482910156,0.9999998807907104,541.6723022460938,198.18360900878906,1.0,460.57427978515625,425.3209533691406,0.9929666519165039,226.9840545654297,131.9074249267578,0.990126371383667
83,547.3818359375,302.17388916015625,0.9999983310699463,530.297119140625,300.4092712402344,0.9999997615814209,538.4769287109375,320.979248046875,0.9999997615814209,544.3131103515625,234.84811401367188,1.0,460.57427978515625,425.0323181152344,0.990462601184845,226.693359375,131.9074249267578,0.9822258949279785
84,547.2670288085938,339.82611083984375,1.0,529.3518676757812,337.96563720703125,0.9999998807907104,537.2406005859375,356.84918212890625,0.9999998807907104,545.0103149414062,273.9625549316406,1.0,460.8084716796875,424.8241271972656,0.9305356740951538,226.6643829345703,131.960693359375,0.9919784069061279
