scorer,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000,DLC_resnet50_NOVEL_VIDEONov7shuffle1_100000
bodyparts,leftear,leftear,leftear,rightear,rightear,rightear,nose,nose,nose,tailbase,tailbase,tailbase,object1,object1,object1,object2,object2,object2
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
418,533.9076538085938,479.04034423828125,0.9999991655349731,521.4640502929688,468.3773498535156,0.9999985694885254,510.95587158203125,488.1385498046875,0.9999997615814209,548.3882446289062,431.282470703125,1.0,461.2401123046875,425.0151672363281,0.9998189806938171,226.34181213378906,131.56854248046875,0.9638751149177551
419,529.3854370117188,479.5735168457031,0.9999983310699463,516.7870483398438,467.3524169921875,0.9999997615814209,507.2646789550781,489.33013916015625,0.9999996423721313,553.4902954101562,435.6785888671875,0.9999998807907104,461.34649658203125,424.6033630371094,0.9995854496955872,226.16928100585938,131.99789428710938,0.9781451225280762
420,527.1321411132812,480.03631591796875,0.999994158744812,516.1807250976562,468.1387634277344,0.9999996423721313,505.145751953125,487.2240295410156,0.9999990463256836,552.9147338867188,438.7935485839844,0.9999997615814209,462.1824645996094,424.70172119140625,0.9993159770965576,226.3499755859375,132.18423461914062,0.9765418767929077
421,520.7706909179688,480.5514221191406,0.9999934434890747,516.52978515625,466.7000732421875,0.9999996423721313,501.8858642578125,479.5411682128906,1.0,552.6593017578125,439.9797668457031,0.9999995231628418,462.2636413574219,424.4212646484375,0.9995875954627991,226.87191772460938,131.9549560546875,0.9912418127059937
422,510.071044921875,487.4161376953125,0.9999977350234985,508.3636474609375,473.26995849609375,0.9999955892562866,493.3236083984375,482.4414978027344,1.0,553.4999389648438,454.78375244140625,0.9999985694885254,462.34002685546875,423.7296142578125,0.9997422099113464,226.57952880859375,131.1283416748047,0.9801793098449707
423,505.3653869628906,484.92431640625,0.9999969005584717,503.4944152832031,471.64532470703125,0.9999988079071045,489.6615295410156,479.968505859375,1.0,552.5191650390625,462.2823486328125,0.9999985694885254,462.3254699707031,424.14007568359375,0.9998278617858887,227.28175354003906,131.88043212890625,0.9811727404594421
424,506.6052551269531,483.9246826171875,0.9999988079071045,504.0279235839844,471.6002502441406,0.9999978542327881,490.61212158203125,480.52642822265625,1.0,553.5675659179688,464.9515380859375,0.9999992847442627,462.31842041015625,423.8023376464844,0.999642014503479,226.67141723632812,132.064208984375,0.9759440422058105
425,510.07745361328125,481.3331604003906,0.9999966621398926,507.5712585449219,466.1334228515625,0.9999995231628418,492.5517578125,475.3457946777344,0.9999997615814209,554.8419189453125,465.6058349609375,0.9999985694885254,461.5509033203125,424.10284423828125,0.9992515444755554,226.9092559814453,132.40614318847656,0.6984081864356995
426,508.7571716308594,479.11053466796875,0.9999735355377197,508.68939208984375,464.229248046875,0.9999986886978149,493.6819152832031,472.08038330078125,0.9999997615814209,555.0103149414062,467.3304443359375,0.9999966621398926,461.074951171875,423.6329040527344,0.9981935620307922,226.44241333007812,132.83721923828125,0.7383549809455872
427,510.92242431640625,480.0509033203125,0.9999853372573853,509.8827209472656,463.6936950683594,0.9999985694885254,494.47686767578125,473.0049743652344,0.9999996423721313,553.02587890625,468.4849853515625,0.9999984502792358,462.16485595703125,424.52630615234375,0.9986324906349182,226.43148803710938,132.25552368164062,0.9579306244850159
428,509.436279296875,480.1915283203125,0.9999927282333374,508.4079895019531,463.5218200683594,0.999998927116394,492.617431640625,472.22064208984375,0.9999996423721313,554.31298828125,466.9635925292969,0.9999992847442627,462.1579284667969,424.4951171875,0.9995777010917664,226.92417907714844,132.12844848632812,0.961300253868103
429,509.6636962890625,479.5787658691406,0.9999897480010986,508.9175109863281,463.1940612792969,0.999998927116394,492.6653747558594,472.0430603027344,0.9999997615814209,554.4483642578125,467.13653564453125,0.9999992847442627,462.0318298339844,424.1446533203125,0.9985957741737366,226.43231201171875,131.63453674316406,0.9870243072509766
430,510.2193908691406,479.4797058105469,0.9999916553497314,509.23016357421875,463.0868835449219,0.9999985694885254,492.2330627441406,471.7228088378906,0.9999998807907104,554.7261352539062,466.88946533203125,0.9999986886978149,461.68023681640625,424.65643310546875,0.9963411688804626,226.86312866210938,131.36782836914062,0.9329496026039124
431,509.9091491699219,480.3141784667969,0.9999934434890747,509.11322021484375,463.4762268066406,0.9999985694885254,492.53900146484375,471.8888854980469,0.9999997615814209,554.7825927734375,466.74395751953125,0.9999991655349731,461.9202880859375,424.9121398925781,0.998744010925293,226.85128784179688,131.47872924804688,0.960943341255188
432,509.76763916015625,480.0697326660156,0.9999916553497314,508.5034484863281,463.9718322753906,0.9999988079071045,492.1281433105469,471.9643249511719,0.9999997615814209,552.4043579101562,468.05615234375,0.9999986886978149,461.94183349609375,425.3132019042969,0.9989213943481445,226.67816162109375,132.3194122314453,0.9965406060218811
433,509.1558837890625,480.0473327636719,0.999991774559021,508.5544738769531,463.28271484375,0.9999977350234985,491.6534118652344,471.6278991699219,0.9999996423721313,552.6163330078125,467.7671813964844,0.9999988079071045,462.22064208984375,423.90966796875,0.9977484345436096,226.50645446777344,132.3025665283203,0.9788213968276978
434,509.4776306152344,480.1275634765625,0.9999932050704956,508.1253662109375,463.650146484375,0.9999977350234985,492.95428466796875,472.6075439453125,0.9999996423721313,552.2984008789062,468.1036682128906,0.9999985694885254,462.1576843261719,424.41229248046875,0.9979532957077026,226.37620544433594,132.1921844482422,0.9862896203994751
435,509.272216796875,480.51654052734375,0.9999910593032837,508.834228515625,463.5978088378906,0.9999961853027344,492.0771484375,472.009521484375,0.9999997615814209,552.3209838867188,467.8819274902344,0.9999988079071045,461.6374816894531,423.5076599121094,0.9990124702453613,226.6292724609375,131.8687286376953,0.9386376142501831
436,511.0941467285156,480.9466552734375,0.9999945163726807,509.37896728515625,463.78350830078125,0.999996542930603,492.5400390625,472.685546875,0.9999997615814209,552.3252563476562,467.5804748535156,0.9999985694885254,461.8481750488281,424.2101745605469,0.9996069073677063,226.56576538085938,130.53363037109375,0.9260966777801514
437,509.719482421875,480.8220520019531,0.9999940395355225,508.5294494628906,464.3924255371094,0.9999980926513672,492.4579772949219,472.61700439453125,0.9999996423721313,552.316650390625,467.6170349121094,0.9999980926513672,462.3600769042969,424.56158447265625,0.999406099319458,226.2572479248047,131.76966857910156,0.847691535949707
438,509.4679870605469,480.5891418457031,0.9999949932098389,508.24005126953125,464.2665710449219,0.9999967813491821,492.3896789550781,472.6733093261719,0.9999996423721313,551.8685913085938,467.80609130859375,0.9999983310699463,462.1876525878906,424.2776794433594,0.9980782270431519,226.85289001464844,132.51698303222656,0.7556757926940918
439,510.0886535644531,480.91412353515625,0.9999922513961792,508.776123046875,463.9875183105469,0.9999963045120239,492.436279296875,472.53369140625,0.9999997615814209,552.1167602539062,467.5711364746094,0.9999986886978149,461.7991943359375,424.6210021972656,0.9995046854019165,226.33197021484375,132.5539093017578,0.9528560042381287
440,510.1466979980469,480.84234619140625,0.9999957084655762,508.4636535644531,464.3057861328125,0.9999980926513672,492.4000244140625,472.8307189941406,0.9999996423721313,552.1314697265625,467.62286376953125,0.9999982118606567,462.0960388183594,424.18536376953125,0.997320830821991,226.04173278808594,131.7033233642578,0.9607011675834656
441,510.0021057128906,480.4608154296875,0.9999890327453613,508.2877197265625,464.4135437011719,0.9999974966049194,492.34417724609375,473.0796203613281,0.9999995231628418,552.4966430664062,467.4454345703125,0.9999986886978149,462.2324523925781,424.3938293457031,0.9993952512741089,227.08277893066406,132.03981018066406,0.9875766038894653
442,508.782958984375,480.185546875,0.9999839067459106,507.87518310546875,464.4834899902344,0.9999971389770508,492.9344482421875,472.6195373535156,0.9999992847442627,552.4371948242188,467.68243408203125,0.9999986886978149,461.6713562011719,424.5440979003906,0.9990707039833069,226.36846923828125,132.53517150878906,0.9656512141227722
443,509.9073486328125,480.57110595703125,0.9999880790710449,508.3470458984375,464.39764404296875,0.9999971389770508,492.59051513671875,471.98956298828125,0.9999995231628418,552.2710571289062,467.5350646972656,0.9999991655349731,461.9996032714844,424.92095947265625,0.9989192485809326,226.392578125,131.95321655273438,0.9736581444740295
444,510.58721923828125,479.94915771484375,0.9999920129776001,508.5375061035156,463.6900634765625,0.9999970197677612,492.6066589355469,472.7891540527344,0.9999996423721313,551.8484497070312,467.7396240234375,0.9999990463256836,461.70758056640625,424.6529846191406,0.9988245368003845,226.89517211914062,131.50099182128906,0.9964841604232788
445,511.0760803222656,480.2970275878906,0.9999929666519165,508.2247009277344,464.629150390625,0.9999967813491821,492.71282958984375,473.3194274902344,0.9999997615814209,554.14453125,466.2810974121094,0.9999991655349731,461.6330871582031,424.083251953125,0.9987897276878357,226.3324737548828,132.01480102539062,0.920529842376709
446,508.3512268066406,479.7228698730469,0.9999923706054688,507.4412841796875,464.2053527832031,0.9999960660934448,491.787353515625,472.14862060546875,0.9999997615814209,554.214599609375,466.4403381347656,0.999998927116394,461.9849853515625,424.42205810546875,0.9938482642173767,226.86703491210938,131.77281188964844,0.9937289953231812
447,509.1065368652344,479.4951171875,0.9999909400939941,507.845947265625,464.4801025390625,0.9999984502792358,493.71759033203125,472.93878173828125,0.9999997615814209,551.6466064453125,467.39263916015625,0.9999983310699463,461.91314697265625,423.9042663574219,0.9989927411079407,226.36761474609375,131.6785430908203,0.984245240688324
448,508.7545471191406,479.6127014160156,0.9999948740005493,507.3936462402344,464.2596130371094,0.9999984502792358,492.9788513183594,473.15753173828125,0.9999997615814209,551.6452026367188,467.7587890625,0.9999985694885254,462.373779296875,424.49737548828125,0.9990013241767883,226.3873748779297,131.55404663085938,0.990275502204895
449,508.69903564453125,480.2643737792969,0.9999921321868896,507.6771545410156,464.1683349609375,0.9999971389770508,492.6888427734375,473.1810607910156,0.9999996423721313,551.8993530273438,467.5850830078125,0.9999986886978149,461.8226623535156,424.9664306640625,0.999582827091217,226.23802185058594,130.9171600341797,0.9743490815162659
450,509.1405029296875,480.0295715332031,0.9999942779541016,507.41680908203125,463.8835144042969,0.999996542930603,492.64617919921875,473.5179443359375,0.9999997615814209,551.906982421875,467.55694580078125,0.9999988079071045,462.08282470703125,425.14404296875,0.9982149600982666,225.82803344726562,131.38827514648438,0.9880226850509644
451,509.3941955566406,480.23980712890625,0.9999938011169434,507.8360900878906,463.9893798828125,0.9999984502792358,493.0337829589844,472.9143371582031,0.9999997615814209,551.89208984375,467.3023986816406,0.9999988079071045,461.1241455078125,423.3778076171875,0.9983779191970825,225.8470458984375,131.64700317382812,0.9708859324455261
452,509.74176025390625,480.02093505859375,0.9999939203262329,507.5744323730469,464.83966064453125,0.9999982118606567,492.9632873535156,474.024658203125,0.9999997615814209,551.4715576171875,467.7290954589844,0.9999984502792358,461.1715393066406,423.79583740234375,0.9903568625450134,225.58889770507812,132.11581420898438,0.917558491230011
453,511.5698547363281,485.81939697265625,0.9999998807907104,507.1776428222656,470.4049072265625,0.9999788999557495,494.19171142578125,484.8774719238281,0.9999998807907104,552.5347290039062,465.6345520019531,0.9999986886978149,461.8001708984375,424.41729736328125,0.9988812804222107,226.4503173828125,131.62779235839844,0.97378009557724
454,512.2098999023438,487.9893798828125,0.9999995231628418,503.56927490234375,475.66436767578125,0.9999980926513672,495.461181640625,496.6478271484375,0.9999997615814209,553.4541015625,464.6763000488281,0.9999994039535522,461.771240234375,423.897705078125,0.9992071986198425,227.0039520263672,131.00267028808594,0.9841810464859009
455,512.1329345703125,489.3094787597656,0.9999994039535522,502.4452819824219,476.52117919921875,0.999998927116394,495.77471923828125,499.3790283203125,0.9999996423721313,551.2857666015625,464.88623046875,0.9999998807907104,461.798828125,424.3215637207031,0.9993415474891663,226.74862670898438,131.4959259033203,0.9767645001411438
456,515.1271362304688,489.2481384277344,0.9999986886978149,502.9049072265625,479.5492248535156,0.9999934434890747,496.971435546875,501.6478576660156,0.9999996423721313,549.3509521484375,464.6115417480469,0.9999998807907104,461.8628234863281,424.5628356933594,0.9959296584129333,226.04298400878906,131.615234375,0.990731418132782
457,517.0967407226562,488.9637756347656,0.9999985694885254,504.7666015625,478.3295593261719,0.9999880790710449,498.30865478515625,500.0180969238281,0.9999996423721313,548.919921875,464.4718933105469,0.9999998807907104,461.9676513671875,424.9534912109375,0.9950514435768127,225.68870544433594,131.96820068359375,0.9710848927497864
458,520.2586669921875,491.4878845214844,0.9999737739562988,509.05218505859375,477.9954528808594,0.999906063079834,504.2065124511719,497.7528381347656,0.9999921321868896,549.2557373046875,463.9339599609375,0.9999997615814209,462.1399230957031,424.9495544433594,0.9975437521934509,226.3603973388672,131.44076538085938,0.9911916851997375
459,524.5809326171875,489.62451171875,0.9999797344207764,513.3927001953125,478.8362731933594,0.999990701675415,517.1263427734375,503.172607421875,0.9999916553497314,549.5509033203125,461.7288513183594,0.9999996423721313,461.9647521972656,424.3284606933594,0.9985514283180237,226.89990234375,131.72552490234375,0.986486554145813
460,527.4443359375,489.5252380371094,0.9999902248382568,516.2916259765625,477.34930419921875,0.9999980926513672,507.11102294921875,492.0673828125,0.9999847412109375,550.082275390625,459.05828857421875,0.9999998807907104,461.79205322265625,424.3200378417969,0.9986507296562195,227.12484741210938,132.11126708984375,0.927548348903656
461,529.9537353515625,487.3564453125,0.9999973773956299,517.64404296875,475.9757995605469,0.9999961853027344,514.8231201171875,498.7596435546875,0.9999699592590332,548.6702270507812,458.32086181640625,0.9999997615814209,461.6622619628906,425.33868408203125,0.9985276460647583,227.1845245361328,131.73635864257812,0.9865352511405945
462,531.3925170898438,489.5142517089844,0.9999973773956299,514.8685913085938,480.6628112792969,0.9999958276748657,523.5230712890625,505.9870910644531,0.9999955892562866,547.7952880859375,459.1353759765625,0.9999998807907104,461.4898986816406,425.3238830566406,0.9918799996376038,227.22808837890625,132.00125122070312,0.988805890083313
463,532.7238159179688,489.7613830566406,0.9999963045120239,516.2133178710938,482.318115234375,0.9999969005584717,526.4540405273438,505.86083984375,0.9999839067459106,545.9354858398438,460.25115966796875,0.9999997615814209,461.5375671386719,424.0820007324219,0.9795569181442261,226.57958984375,131.80535888671875,0.9851562976837158
464,531.9927978515625,487.9432373046875,0.9999992847442627,517.6756591796875,478.7131652832031,0.9999889135360718,524.0021362304688,502.96820068359375,0.9999948740005493,547.9483642578125,455.5805969238281,1.0,461.39373779296875,424.8661193847656,0.9846620559692383,227.26190185546875,132.61483764648438,0.9911472201347351
465,526.6240234375,486.34600830078125,0.9999988079071045,516.3807983398438,472.50738525390625,0.9999992847442627,504.9408874511719,491.168701171875,0.9999998807907104,552.1748657226562,451.1856689453125,0.9999998807907104,462.00482177734375,424.8863830566406,0.9966408014297485,226.5401611328125,131.7592010498047,0.9920608997344971
466,511.8973388671875,479.28656005859375,0.9999387264251709,509.839599609375,462.6390380859375,0.9999973773956299,490.6482849121094,471.8430480957031,0.9999998807907104,553.3487548828125,453.4961242675781,0.9999995231628418,460.7640075683594,422.66900634765625,0.9974403381347656,226.59872436523438,132.5946502685547,0.9825780987739563
467,498.1205749511719,476.2034912109375,0.9999982118606567,500.40692138671875,460.9515380859375,0.9999994039535522,480.316650390625,466.6664123535156,1.0,551.8314819335938,463.7810363769531,0.9999997615814209,461.13116455078125,422.23370361328125,0.9995174407958984,225.96580505371094,131.94140625,0.9762083292007446
468,490.4033508300781,476.1011047363281,0.9999817609786987,496.3880615234375,461.0820617675781,0.9999982118606567,476.1351013183594,460.00494384765625,0.9999996423721313,549.1947021484375,469.6490783691406,0.9999995231628418,462.8248291015625,424.2716064453125,0.999254047870636,226.43630981445312,131.75607299804688,0.9739026427268982
469,483.9084777832031,470.3297119140625,0.9999992847442627,492.2701721191406,455.99493408203125,0.9999955892562866,475.0611572265625,449.4186706542969,0.9999994039535522,544.6719360351562,475.6734924316406,0.9999977350234985,462.8666076660156,423.0428771972656,0.9996187686920166,226.04176330566406,132.4122314453125,0.9169208407402039
470,479.9979553222656,468.3271789550781,0.9999988079071045,487.1391296386719,454.7361145019531,0.9999992847442627,471.14013671875,448.1669006347656,0.9999996423721313,541.5130004882812,479.0555114746094,0.9999984502792358,463.1438903808594,422.5155334472656,0.9976574182510376,225.84584045410156,131.77886962890625,0.9740139245986938
471,477.5906982421875,471.2098693847656,0.9999933242797852,485.0570068359375,457.7698059082031,0.9999994039535522,469.1800842285156,450.46258544921875,0.9999996423721313,537.29638671875,480.65533447265625,0.9999977350234985,463.2691955566406,423.1313781738281,0.9999343156814575,226.7154998779297,131.89044189453125,0.959345281124115
472,470.3628845214844,467.83740234375,0.9999977350234985,480.1021728515625,456.04913330078125,0.999991774559021,466.1558837890625,446.99298095703125,0.9999890327453613,532.5031127929688,480.5424499511719,0.9999995231628418,462.6068115234375,422.6391296386719,0.9997770190238953,226.555908203125,131.71376037597656,0.9700864553451538
473,466.5387268066406,467.35626220703125,0.9999971389770508,474.56494140625,453.54974365234375,0.9999924898147583,460.8579406738281,446.0638427734375,0.9999779462814331,526.3058471679688,478.66741943359375,0.9999986886978149,462.49029541015625,422.3216247558594,0.9999319314956665,226.33560180664062,131.7379608154297,0.9888784289360046
474,459.9890441894531,467.6050109863281,0.9999982118606567,470.3827209472656,454.6904296875,0.9999984502792358,451.44891357421875,447.6260986328125,0.9999994039535522,517.2583618164062,484.5568542480469,1.0,462.2616882324219,423.770263671875,0.999972939491272,227.10830688476562,132.23004150390625,0.9857572913169861
475,448.1123962402344,480.29486083984375,0.9999983310699463,456.4847106933594,463.7574157714844,0.9999974966049194,436.9102478027344,460.1883239746094,0.9999997615814209,505.8424987792969,486.752197265625,0.9999986886978149,462.2146301269531,423.9302062988281,0.9998207688331604,226.85955810546875,130.89138793945312,0.9960296154022217
476,425.5935363769531,479.6158142089844,0.9999927282333374,429.527099609375,462.9768371582031,0.9999978542327881,410.96942138671875,462.9788513183594,0.9999980926513672,483.7563171386719,487.399658203125,0.9999998807907104,462.05572509765625,425.56207275390625,0.9999703168869019,226.5229949951172,131.38470458984375,0.9851865172386169
477,410.0477294921875,472.39398193359375,0.9999933242797852,417.9154357910156,459.16253662109375,0.9999977350234985,396.3348693847656,455.64739990234375,0.9999997615814209,460.80108642578125,489.5686950683594,0.9999974966049194,461.58544921875,424.95013427734375,0.9999126195907593,226.8972625732422,131.6671905517578,0.9527388215065002
478,407.4382629394531,470.885986328125,0.9999997615814209,416.936767578125,457.9601135253906,0.9999990463256836,396.0149230957031,450.9466247558594,0.9999998807907104,455.1053466796875,491.8204650878906,0.9999977350234985,461.28912353515625,425.087158203125,0.9999550580978394,227.15884399414062,131.1120147705078,0.9682047367095947
479,406.058349609375,470.8152770996094,0.9999998807907104,413.6593933105469,455.4254150390625,0.999997615814209,394.4526672363281,451.7798156738281,0.9999998807907104,455.29541015625,491.7779235839844,0.9999985694885254,461.9418640136719,424.7723083496094,0.9999699592590332,227.0838165283203,131.26463317871094,0.9733771681785583
480,408.67822265625,470.2281188964844,0.9999996423721313,422.4353942871094,459.04107666015625,0.9999995231628418,403.7140808105469,449.5849914550781,0.9999997615814209,452.6678161621094,491.2755432128906,0.9999996423721313,462.2429504394531,424.9873962402344,0.999943733215332,226.68663024902344,130.96876525878906,0.9931764006614685
481,415.1436462402344,463.3668518066406,0.9999995231628418,427.857177734375,456.2889099121094,0.9999973773956299,421.2901611328125,441.8742980957031,0.9999992847442627,455.69378662109375,492.9756164550781,0.9999998807907104,461.5484313964844,424.2984924316406,0.999941349029541,227.25160217285156,131.6350860595703,0.9954782128334045
482,416.7813720703125,448.5957946777344,0.9999995231628418,428.8079528808594,447.0023498535156,0.9999995231628418,426.551513671875,430.76739501953125,0.9999972581863403,451.2834167480469,494.0843505859375,0.9999998807907104,460.62530517578125,424.9329833984375,0.9999618530273438,226.84605407714844,131.46478271484375,0.9590768814086914
483,419.2356872558594,441.69677734375,0.999992847442627,432.47052001953125,445.4239501953125,0.9999986886978149,433.33355712890625,424.8979797363281,0.999555766582489,443.7873229980469,495.91339111328125,0.9999991655349731,460.8580627441406,424.5970153808594,0.9999927282333374,226.39268493652344,130.79571533203125,0.9907453060150146
484,420.054443359375,444.0367126464844,0.999940037727356,432.34332275390625,444.0255126953125,0.9998559951782227,437.1586608886719,428.1379699707031,0.9451693892478943,444.15325927734375,495.0437316894531,0.9999994039535522,461.29638671875,424.6560974121094,0.999991774559021,226.51324462890625,130.41558837890625,0.9947138428688049
485,422.1721496582031,443.250244140625,0.9999613761901855,435.583740234375,445.8173522949219,0.9999898672103882,439.9609680175781,427.9239807128906,0.9976663589477539,443.5926513671875,495.1599426269531,0.9999997615814209,461.7711181640625,424.7270202636719,0.9999717473983765,226.73130798339844,131.28338623046875,0.9941157102584839
486,425.8450927734375,448.30877685546875,0.9991441965103149,437.55499267578125,449.45849609375,0.9999377727508545,442.8672180175781,431.474365234375,0.9783278107643127,443.1414489746094,495.8642272949219,0.9999996423721313,463.2909851074219,423.2497863769531,0.9995980858802795,226.01234436035156,131.5989532470703,0.9775485396385193
487,432.1640930175781,444.3260498046875,0.9999719858169556,443.89874267578125,450.4149475097656,0.9999960660934448,447.4997253417969,429.60137939453125,0.9999121427536011,443.6230163574219,496.0687255859375,0.9999995231628418,463.1096496582031,420.7834777832031,0.9767851233482361,226.97500610351562,131.47544860839844,0.9811742305755615
488,431.7492980957031,451.55706787109375,0.99973064661026,442.4903564453125,454.091796875,0.9999690055847168,444.79571533203125,438.5871276855469,0.9939042925834656,442.304443359375,496.109375,0.9999984502792358,462.322509765625,422.37091064453125,0.9908937215805054,226.13536071777344,131.693115234375,0.9820002913475037
489,436.2042236328125,454.2735595703125,0.9996700286865234,450.29901123046875,460.4239501953125,0.9999876022338867,456.27252197265625,447.22088623046875,0.9873983860015869,441.8531188964844,496.2994384765625,0.9999891519546509,461.3529357910156,424.5597229003906,0.9989038705825806,226.25228881835938,131.3753204345703,0.9676845669746399
490,450.8932189941406,455.7500915527344,0.997735857963562,453.91162109375,464.6597595214844,0.9999428987503052,463.70428466796875,451.13232421875,0.99440997838974,446.35443115234375,497.1459045410156,0.9997150301933289,461.8572692871094,425.2683410644531,0.9992157220840454,226.45787048339844,131.48641967773438,0.9225971102714539
491,454.37176513671875,454.06829833984375,0.9990882873535156,457.08233642578125,467.335693359375,0.9999812841415405,467.48040771484375,454.10955810546875,0.998621940612793,438.2287292480469,453.1745300292969,0.9999300241470337,462.9728088378906,424.0132141113281,0.9999219179153442,226.22067260742188,131.7521514892578,0.9598435163497925
492,457.8738098144531,454.5201110839844,0.9998605251312256,460.735107421875,467.5790100097656,0.999993085861206,469.8136291503906,453.45574951171875,0.9997485280036926,439.740478515625,455.7090759277344,0.9982467889785767,462.5969543457031,422.8896179199219,0.9995421171188354,226.46969604492188,133.18214416503906,0.9577865600585938
493,458.2284240722656,454.52764892578125,0.9999511241912842,459.98980712890625,467.78387451171875,0.9999948740005493,470.80572509765625,454.7947692871094,0.9998557567596436,439.136962890625,454.4801025390625,0.9998027682304382,462.5466613769531,423.668212890625,0.9996700286865234,227.3376007080078,131.57313537597656,0.9785908460617065
494,456.9295654296875,455.7337646484375,0.9999064207077026,459.83819580078125,469.6686706542969,0.9999974966049194,472.5016784667969,457.7201232910156,0.9999603033065796,439.4535827636719,454.0880432128906,0.9999315738677979,462.7029724121094,425.5042419433594,0.9996681213378906,226.66183471679688,131.917236328125,0.9870251417160034
495,456.0567626953125,459.53076171875,0.999984622001648,460.1982727050781,472.9268493652344,0.9999936819076538,471.5664978027344,461.3900146484375,0.9999982118606567,455.6819152832031,489.2091979980469,0.9378007650375366,463.0926513671875,424.1429748535156,0.9991610050201416,226.15744018554688,131.2825927734375,0.9771212935447693
496,441.28631591796875,457.1330261230469,0.9997832179069519,453.0237731933594,465.92657470703125,0.9999680519104004,419.97918701171875,497.0127258300781,0.9818760752677917,447.4320373535156,496.9122619628906,0.9958946704864502,461.9664306640625,423.41876220703125,0.9991230368614197,226.1927947998047,131.43130493164062,0.972079336643219
497,442.9522399902344,455.3733825683594,0.9993270635604858,452.3959655761719,464.0738220214844,0.9997792840003967,417.82501220703125,491.19378662109375,0.9777588844299316,453.3605041503906,445.89349365234375,0.9990925788879395,461.8921203613281,421.59326171875,0.9982070922851562,226.2855224609375,131.87521362304688,0.912290096282959
498,428.1850280761719,462.9049072265625,0.9999946355819702,443.3528747558594,464.0007629394531,0.999995231628418,435.51239013671875,447.8244934082031,0.9999916553497314,448.6936340332031,497.0458068847656,0.9842392206192017,462.6924743652344,424.6788024902344,0.9997500777244568,226.4941864013672,132.02137756347656,0.9495959281921387
499,413.0524597167969,467.9623718261719,0.9999992847442627,426.0908203125,456.5731506347656,0.9999958276748657,405.3697204589844,447.5157775878906,0.9999995231628418,447.32489013671875,493.2092590332031,0.9998729228973389,462.0735778808594,424.7898254394531,0.9998388290405273,226.8146514892578,132.169921875,0.9604589343070984
500,394.0926208496094,463.0841979980469,0.9999991655349731,404.81903076171875,450.4048156738281,0.9999996423721313,384.4942321777344,443.29595947265625,0.9999991655349731,436.9369201660156,489.8788146972656,0.9999998807907104,463.336669921875,425.95867919921875,0.9999500513076782,226.56387329101562,131.76344299316406,0.9300858378410339
501,372.4466552734375,457.5149230957031,0.9999996423721313,380.3665466308594,439.15155029296875,0.999996542930603,358.84124755859375,439.3105163574219,0.9999996423721313,420.84844970703125,478.69610595703125,1.0,463.1213684082031,425.4839172363281,0.9999698400497437,225.97315979003906,131.7880859375,0.8745693564414978
502,344.6744689941406,449.7969055175781,0.9999991655349731,355.7657165527344,436.21600341796875,0.9999992847442627,332.1787109375,432.3898010253906,0.9999996423721313,396.695556640625,472.11376953125,0.9999998807907104,462.4195251464844,425.736083984375,0.9999258518218994,226.41481018066406,132.04771423339844,0.8042988181114197
503,319.9582214355469,436.57879638671875,0.9999998807907104,329.2101745605469,421.5484924316406,0.999998927116394,308.1549987792969,419.6922912597656,0.9999998807907104,373.68829345703125,456.4500732421875,1.0,460.7776184082031,425.0641784667969,0.9997844099998474,226.28616333007812,131.86834716796875,0.9643089175224304
504,290.2358703613281,427.8762512207031,0.9999979734420776,298.2413635253906,413.3420104980469,0.9999629259109497,276.3133239746094,410.4071044921875,0.9999995231628418,342.15301513671875,450.5982971191406,1.0,462.392333984375,425.2318420410156,0.9990230798721313,226.04026794433594,132.35255432128906,0.8926335573196411
505,261.9006042480469,412.4134521484375,0.9999986886978149,267.94683837890625,396.7026062011719,0.9999797344207764,246.29005432128906,395.33148193359375,0.9999991655349731,313.7733459472656,430.6419372558594,0.9999994039535522,461.9281921386719,424.5748596191406,0.9983981251716614,226.69180297851562,131.980224609375,0.9273821115493774
506,230.28115844726562,398.7844543457031,0.9999992847442627,236.26181030273438,383.0418701171875,0.9999889135360718,216.71835327148438,380.79681396484375,0.9999974966049194,280.514404296875,420.4402160644531,0.9999998807907104,461.6448059082031,424.7730712890625,0.9988116025924683,226.73133850097656,132.0735321044922,0.9818761944770813
